V1	I(D1)
7.200000000000003e+00	6.440490e-03
7.299999999999997e+00	6.535006e-03
7.400000000000006e+00	6.629532e-03
7.500000000000000e+00	6.724067e-03
7.600000000000009e+00	6.818613e-03
7.700000000000003e+00	6.913167e-03
7.799999999999997e+00	7.007731e-03
7.900000000000006e+00	7.102304e-03
8.000000000000000e+00	7.196886e-03
8.100000000000009e+00	7.291475e-03
8.200000000000003e+00	7.386073e-03
8.299999999999997e+00	7.480680e-03
8.400000000000006e+00	7.575294e-03
8.500000000000000e+00	7.669915e-03
8.600000000000009e+00	7.764544e-03
8.700000000000003e+00	7.859181e-03
8.799999999999997e+00	7.953824e-03
8.900000000000006e+00	8.048475e-03
9.000000000000000e+00	8.143132e-03
9.100000000000009e+00	8.237795e-03
9.200000000000003e+00	8.332466e-03
9.299999999999997e+00	8.427142e-03
9.400000000000006e+00	8.521825e-03
9.500000000000000e+00	8.616514e-03
9.600000000000009e+00	8.711208e-03
9.700000000000003e+00	8.805908e-03
9.799999999999997e+00	8.900614e-03
9.900000000000006e+00	8.995326e-03
1.000000000000000e+01	9.090044e-03
